corp_conv_idx,conv_id,speaker,corp_vol_idx,conv_vol_idx,vol_text,corp_utt_idx,conv_utt_idx,utt_text,T1,T2
2,high_117,counsellor,175,46,oh you and I together can potentially plan that mm-hmm we can talk about there are certainly certain time frames in our program around eligibility our first step is the application and then we have some time frames and together our hope is that we can even improve on those time frame um so I guess it's kind of a wait and see well know when it happens how long it takes absolutely but the first step is just to get started and how about if we along the way maybe kind of check in with each other around expectations and time frames would that be useful?,469,158,and together our hope is that we can even improve on those time frame,O,ST
2,high_117,counsellor,175,46,oh you and I together can potentially plan that mm-hmm we can talk about there are certainly certain time frames in our program around eligibility our first step is the application and then we have some time frames and together our hope is that we can even improve on those time frame um so I guess it's kind of a wait and see well know when it happens how long it takes absolutely but the first step is just to get started and how about if we along the way maybe kind of check in with each other around expectations and time frames would that be useful?,470,159,um so I guess it's kind of a wait and see,O,ST
2,high_117,counsellor,175,46,oh you and I together can potentially plan that mm-hmm we can talk about there are certainly certain time frames in our program around eligibility our first step is the application and then we have some time frames and together our hope is that we can even improve on those time frame um so I guess it's kind of a wait and see well know when it happens how long it takes absolutely but the first step is just to get started and how about if we along the way maybe kind of check in with each other around expectations and time frames would that be useful?,471,160,well know when it happens how long it takes absolutely,O,ST
2,high_117,counsellor,175,46,oh you and I together can potentially plan that mm-hmm we can talk about there are certainly certain time frames in our program around eligibility our first step is the application and then we have some time frames and together our hope is that we can even improve on those time frame um so I guess it's kind of a wait and see well know when it happens how long it takes absolutely but the first step is just to get started and how about if we along the way maybe kind of check in with each other around expectations and time frames would that be useful?,472,161,but the first step is just to get started,O,ST
2,high_117,counsellor,175,46,oh you and I together can potentially plan that mm-hmm we can talk about there are certainly certain time frames in our program around eligibility our first step is the application and then we have some time frames and together our hope is that we can even improve on those time frame um so I guess it's kind of a wait and see well know when it happens how long it takes absolutely but the first step is just to get started and how about if we along the way maybe kind of check in with each other around expectations and time frames would that be useful?,473,162,and how about if we along the way maybe kind of check in with each other around expectations and time frames,O,ST
2,high_117,counsellor,175,46,oh you and I together can potentially plan that mm-hmm we can talk about there are certainly certain time frames in our program around eligibility our first step is the application and then we have some time frames and together our hope is that we can even improve on those time frame um so I guess it's kind of a wait and see well know when it happens how long it takes absolutely but the first step is just to get started and how about if we along the way maybe kind of check in with each other around expectations and time frames would that be useful?,474,163,would that be useful?,Q,CQ
2,high_117,client,176,47,hmm mm-hmm thanks,475,164,hmm,N,N
2,high_117,client,176,47,hmm mm-hmm thanks,476,165,mm-hmm,N,N
2,high_117,client,176,47,hmm mm-hmm thanks,477,166,thanks,N,N
2,high_117,counsellor,177,48,yeah yeah totally so if you'd like to get started would you mind if I take a look at your application paperwork and just make sure that there isn't anything that I may have a question about,478,167,yeah yeah totally,O,FI
2,high_117,counsellor,177,48,yeah yeah totally so if you'd like to get started would you mind if I take a look at your application paperwork and just make sure that there isn't anything that I may have a question about,479,168,so if you'd like to get started,O,FI
2,high_117,counsellor,177,48,yeah yeah totally so if you'd like to get started would you mind if I take a look at your application paperwork and just make sure that there isn't anything that I may have a question about,480,169,would you mind if I take a look at your application paperwork,O,FI
2,high_117,counsellor,177,48,yeah yeah totally so if you'd like to get started would you mind if I take a look at your application paperwork and just make sure that there isn't anything that I may have a question about,481,170,and just make sure that there isn't anything that I may have a question about,O,FI
2,high_117,client,178,49,okay thank you very much for bringing fun like I said I,482,171,okay thank you very much for bringing fun,N,N
2,high_117,client,178,49,okay thank you very much for bringing fun like I said I,483,172,like I said I,N,N
3,high_121,client,179,0,Hi.,484,0,Hi.,N,N
3,high_121,counsellor,180,1,I'm one of the advocates here at the center.,485,1,I'm one of the advocates here at the center.,O,FI
3,high_121,client,181,2,Nice to meet you.,486,2,Nice to meet you.,N,N
3,high_121,counsellor,182,3,And how are you? How are you today?,487,3,And how are you?,Q,OQ
3,high_121,counsellor,182,3,And how are you? How are you today?,488,4,How are you today?,Q,OQ
3,high_121,client,183,4,"I'm fine. Thanks. Well, strange, feeling strange for this but okay.",489,5,I'm fine.,N,N
3,high_121,client,183,4,"I'm fine. Thanks. Well, strange, feeling strange for this but okay.",490,6,Thanks.,N,N
3,high_121,client,183,4,"I'm fine. Thanks. Well, strange, feeling strange for this but okay.",491,7,"Well, strange, feeling strange for this but okay.",N,N
3,high_121,counsellor,184,5,Yeah it's something really different for you?,492,8,Yeah it's something really different for you?,Q,CQ
3,high_121,client,185,6,"Mm-mm. I have, I have not done this before.",493,9,Mm-mm.,N,N
3,high_121,client,185,6,"Mm-mm. I have, I have not done this before.",494,10,"I have, I have not done this before.",N,N
3,high_121,counsellor,186,7,Well why don't you tell me a little bit about what brings you here today.,495,11,Well why don't you tell me a little bit about what brings you here today.,Q,OQ
3,high_121,client,187,8,"I'm not even sure. I heard, about this place and that you work with women who are, having trouble with their relationship and are confused and so, I thought I'd give you guys a call. And so, I'm, thank you so much for taking the time to see me.",496,12,I'm not even sure.,N,N
3,high_121,client,187,8,"I'm not even sure. I heard, about this place and that you work with women who are, having trouble with their relationship and are confused and so, I thought I'd give you guys a call. And so, I'm, thank you so much for taking the time to see me.",497,13,"I heard, about this place and that you work with women who are, having trouble with their relationship and are confused and so, I thought I'd give you guys a call.",N,N
3,high_121,client,187,8,"I'm not even sure. I heard, about this place and that you work with women who are, having trouble with their relationship and are confused and so, I thought I'd give you guys a call. And so, I'm, thank you so much for taking the time to see me.",498,14,"And so, I'm, thank you so much for taking the time to see me.",N,N
3,high_121,counsellor,188,9,"Yeah. So you're, you've heard a little bit about the program here. Would it help if I just explained a little bit about what, what my role might be today?",499,15,Yeah.,O,FI
3,high_121,counsellor,188,9,"Yeah. So you're, you've heard a little bit about the program here. Would it help if I just explained a little bit about what, what my role might be today?",500,16,"So you're, you've heard a little bit about the program here.",O,FI
3,high_121,counsellor,188,9,"Yeah. So you're, you've heard a little bit about the program here. Would it help if I just explained a little bit about what, what my role might be today?",501,17,"Would it help if I just explained a little bit about what, what my role might be today?",Q,CQ
3,high_121,client,189,10,Yeah.,502,18,Yeah.,N,N
3,high_121,counsellor,190,11,Yeah.,503,19,Yeah.,O,FA
3,high_121,client,191,12,Yeah. Cuz I don't know what to do.,504,20,Yeah.,N,N
3,high_121,client,191,12,Yeah. Cuz I don't know what to do.,505,21,Cuz I don't know what to do.,N,N
3,high_121,counsellor,192,13,"Yeah. What I want to reassure you of is that I'm not here to try and tell you anything that you might need to do or to try and give you advice or any information at all. I'm here to help you in whatever way is useful to you. Just sorta sort out what's going on and what if anything you'd like to do differently. So, this is really up to you. What you would like to explore today. How does that sound?",506,22,Yeah.,O,FI
3,high_121,counsellor,192,13,"Yeah. What I want to reassure you of is that I'm not here to try and tell you anything that you might need to do or to try and give you advice or any information at all. I'm here to help you in whatever way is useful to you. Just sorta sort out what's going on and what if anything you'd like to do differently. So, this is really up to you. What you would like to explore today. How does that sound?",507,23,What I want to reassure you of is that I'm not here to try and tell you anything that you might need to do or to try and give you advice or any information at all.,CRL,EC
3,high_121,counsellor,192,13,"Yeah. What I want to reassure you of is that I'm not here to try and tell you anything that you might need to do or to try and give you advice or any information at all. I'm here to help you in whatever way is useful to you. Just sorta sort out what's going on and what if anything you'd like to do differently. So, this is really up to you. What you would like to explore today. How does that sound?",508,24,I'm here to help you in whatever way is useful to you.,CRL,EC
3,high_121,counsellor,192,13,"Yeah. What I want to reassure you of is that I'm not here to try and tell you anything that you might need to do or to try and give you advice or any information at all. I'm here to help you in whatever way is useful to you. Just sorta sort out what's going on and what if anything you'd like to do differently. So, this is really up to you. What you would like to explore today. How does that sound?",509,25,Just sorta sort out what's going on and what if anything you'd like to do differently.,CRL,EC
3,high_121,counsellor,192,13,"Yeah. What I want to reassure you of is that I'm not here to try and tell you anything that you might need to do or to try and give you advice or any information at all. I'm here to help you in whatever way is useful to you. Just sorta sort out what's going on and what if anything you'd like to do differently. So, this is really up to you. What you would like to explore today. How does that sound?",510,26,"So, this is really up to you.",CRL,EC
3,high_121,counsellor,192,13,"Yeah. What I want to reassure you of is that I'm not here to try and tell you anything that you might need to do or to try and give you advice or any information at all. I'm here to help you in whatever way is useful to you. Just sorta sort out what's going on and what if anything you'd like to do differently. So, this is really up to you. What you would like to explore today. How does that sound?",511,27,What you would like to explore today.,CRL,EC
3,high_121,counsellor,192,13,"Yeah. What I want to reassure you of is that I'm not here to try and tell you anything that you might need to do or to try and give you advice or any information at all. I'm here to help you in whatever way is useful to you. Just sorta sort out what's going on and what if anything you'd like to do differently. So, this is really up to you. What you would like to explore today. How does that sound?",512,28,How does that sound?,Q,CQ
3,high_121,client,193,14,That sounds really hard because I'm not sure I'm very good at sorting things out myself.,513,29,That sounds really hard because I'm not sure I'm very good at sorting things out myself.,N,N
3,high_121,counsellor,194,15,"Yeah, so right now you're feeling a little overwhelmed with everything that's going on and you're not even sure where to start.",514,30,"Yeah, so right now you're feeling a little overwhelmed with everything that's going on",CRL,CR
3,high_121,counsellor,194,15,"Yeah, so right now you're feeling a little overwhelmed with everything that's going on and you're not even sure where to start.",515,31,and you're not even sure where to start.,CRL,CR
3,high_121,client,195,16,"Yeah, that's a good way to put it. I'm kind of confused about what to do next. I have a little baby at home, so I don't, I can't think, anyway most of the time.",516,32,"Yeah, that's a good way to put it.",N,N
3,high_121,client,195,16,"Yeah, that's a good way to put it. I'm kind of confused about what to do next. I have a little baby at home, so I don't, I can't think, anyway most of the time.",517,33,I'm kind of confused about what to do next.,N,N
3,high_121,client,195,16,"Yeah, that's a good way to put it. I'm kind of confused about what to do next. I have a little baby at home, so I don't, I can't think, anyway most of the time.",518,34,"I have a little baby at home, so I don't, I can't think, anyway most of the time.",N,N
3,high_121,counsellor,196,17,"Yeah. So now anything, any kind of decisions you make or anything that you do, effects both you and the, and the baby.",519,35,Yeah.,O,FI
3,high_121,counsellor,196,17,"Yeah. So now anything, any kind of decisions you make or anything that you do, effects both you and the, and the baby.",520,36,"So now anything, any kind of decisions you make or anything that you do, effects both you and the, and the baby.",CRL,CR
3,high_121,client,197,18,"Huh, uh-huh. And, and my, boyfriend. It, it affects him. Which is why I guess I'm here, is to talking about him and me and the baby and how we work together.",521,37,"Huh, uh-huh.",N,N
3,high_121,client,197,18,"Huh, uh-huh. And, and my, boyfriend. It, it affects him. Which is why I guess I'm here, is to talking about him and me and the baby and how we work together.",522,38,"And, and my, boyfriend.",N,N
3,high_121,client,197,18,"Huh, uh-huh. And, and my, boyfriend. It, it affects him. Which is why I guess I'm here, is to talking about him and me and the baby and how we work together.",523,39,"It, it affects him.",N,N
3,high_121,client,197,18,"Huh, uh-huh. And, and my, boyfriend. It, it affects him. Which is why I guess I'm here, is to talking about him and me and the baby and how we work together.",524,40,"Which is why I guess I'm here, is to talking about him and me and the baby and how we work together.",N,N
3,high_121,counsellor,198,19,"Yeah. Well, if you're interested or you're willing, why don't you tell me a little bit about your story?",525,41,Yeah.,O,FI
3,high_121,counsellor,198,19,"Yeah. Well, if you're interested or you're willing, why don't you tell me a little bit about your story?",526,42,"Well, if you're interested or you're willing, why don't you tell me a little bit about your story?",Q,OQ
3,high_121,client,199,20,"I don't know where to start. He and I had been together for about a year. And I got pregnant right away and we, just had this baby a little while ago. And, and before that I was working and, he and I, you know, we're on and off here and there. We, we get in fights and he disappears for a while and then he comes back. That's kind of what the years look like. And I've just been getting more and more confused on what to do, and recently I did something really that didn't even look like him. He looked like a different person, and it freaked me out. And it freaked the baby out. And, quite honestly, it freaked him out, too. He didn't, he said he, he didn't know what happened and he felt he said he felt out of control.",527,43,I don't know where to start.,N,N
3,high_121,client,199,20,"I don't know where to start. He and I had been together for about a year. And I got pregnant right away and we, just had this baby a little while ago. And, and before that I was working and, he and I, you know, we're on and off here and there. We, we get in fights and he disappears for a while and then he comes back. That's kind of what the years look like. And I've just been getting more and more confused on what to do, and recently I did something really that didn't even look like him. He looked like a different person, and it freaked me out. And it freaked the baby out. And, quite honestly, it freaked him out, too. He didn't, he said he, he didn't know what happened and he felt he said he felt out of control.",528,44,He and I had been together for about a year.,N,N
3,high_121,client,199,20,"I don't know where to start. He and I had been together for about a year. And I got pregnant right away and we, just had this baby a little while ago. And, and before that I was working and, he and I, you know, we're on and off here and there. We, we get in fights and he disappears for a while and then he comes back. That's kind of what the years look like. And I've just been getting more and more confused on what to do, and recently I did something really that didn't even look like him. He looked like a different person, and it freaked me out. And it freaked the baby out. And, quite honestly, it freaked him out, too. He didn't, he said he, he didn't know what happened and he felt he said he felt out of control.",529,45,"And I got pregnant right away and we, just had this baby a little while ago.",N,N
3,high_121,client,199,20,"I don't know where to start. He and I had been together for about a year. And I got pregnant right away and we, just had this baby a little while ago. And, and before that I was working and, he and I, you know, we're on and off here and there. We, we get in fights and he disappears for a while and then he comes back. That's kind of what the years look like. And I've just been getting more and more confused on what to do, and recently I did something really that didn't even look like him. He looked like a different person, and it freaked me out. And it freaked the baby out. And, quite honestly, it freaked him out, too. He didn't, he said he, he didn't know what happened and he felt he said he felt out of control.",530,46,"And, and before that I was working and, he and I, you know, we're on and off here and there.",N,N
3,high_121,client,199,20,"I don't know where to start. He and I had been together for about a year. And I got pregnant right away and we, just had this baby a little while ago. And, and before that I was working and, he and I, you know, we're on and off here and there. We, we get in fights and he disappears for a while and then he comes back. That's kind of what the years look like. And I've just been getting more and more confused on what to do, and recently I did something really that didn't even look like him. He looked like a different person, and it freaked me out. And it freaked the baby out. And, quite honestly, it freaked him out, too. He didn't, he said he, he didn't know what happened and he felt he said he felt out of control.",531,47,"We, we get in fights and he disappears for a while and then he comes back.",N,N
3,high_121,client,199,20,"I don't know where to start. He and I had been together for about a year. And I got pregnant right away and we, just had this baby a little while ago. And, and before that I was working and, he and I, you know, we're on and off here and there. We, we get in fights and he disappears for a while and then he comes back. That's kind of what the years look like. And I've just been getting more and more confused on what to do, and recently I did something really that didn't even look like him. He looked like a different person, and it freaked me out. And it freaked the baby out. And, quite honestly, it freaked him out, too. He didn't, he said he, he didn't know what happened and he felt he said he felt out of control.",532,48,That's kind of what the years look like.,N,N
3,high_121,client,199,20,"I don't know where to start. He and I had been together for about a year. And I got pregnant right away and we, just had this baby a little while ago. And, and before that I was working and, he and I, you know, we're on and off here and there. We, we get in fights and he disappears for a while and then he comes back. That's kind of what the years look like. And I've just been getting more and more confused on what to do, and recently I did something really that didn't even look like him. He looked like a different person, and it freaked me out. And it freaked the baby out. And, quite honestly, it freaked him out, too. He didn't, he said he, he didn't know what happened and he felt he said he felt out of control.",533,49,"And I've just been getting more and more confused on what to do, and recently I did something really that didn't even look like him.",N,N
3,high_121,client,199,20,"I don't know where to start. He and I had been together for about a year. And I got pregnant right away and we, just had this baby a little while ago. And, and before that I was working and, he and I, you know, we're on and off here and there. We, we get in fights and he disappears for a while and then he comes back. That's kind of what the years look like. And I've just been getting more and more confused on what to do, and recently I did something really that didn't even look like him. He looked like a different person, and it freaked me out. And it freaked the baby out. And, quite honestly, it freaked him out, too. He didn't, he said he, he didn't know what happened and he felt he said he felt out of control.",534,50,"He looked like a different person, and it freaked me out.",N,N
3,high_121,client,199,20,"I don't know where to start. He and I had been together for about a year. And I got pregnant right away and we, just had this baby a little while ago. And, and before that I was working and, he and I, you know, we're on and off here and there. We, we get in fights and he disappears for a while and then he comes back. That's kind of what the years look like. And I've just been getting more and more confused on what to do, and recently I did something really that didn't even look like him. He looked like a different person, and it freaked me out. And it freaked the baby out. And, quite honestly, it freaked him out, too. He didn't, he said he, he didn't know what happened and he felt he said he felt out of control.",535,51,And it freaked the baby out.,N,N
3,high_121,client,199,20,"I don't know where to start. He and I had been together for about a year. And I got pregnant right away and we, just had this baby a little while ago. And, and before that I was working and, he and I, you know, we're on and off here and there. We, we get in fights and he disappears for a while and then he comes back. That's kind of what the years look like. And I've just been getting more and more confused on what to do, and recently I did something really that didn't even look like him. He looked like a different person, and it freaked me out. And it freaked the baby out. And, quite honestly, it freaked him out, too. He didn't, he said he, he didn't know what happened and he felt he said he felt out of control.",536,52,"And, quite honestly, it freaked him out, too.",N,N
3,high_121,client,199,20,"I don't know where to start. He and I had been together for about a year. And I got pregnant right away and we, just had this baby a little while ago. And, and before that I was working and, he and I, you know, we're on and off here and there. We, we get in fights and he disappears for a while and then he comes back. That's kind of what the years look like. And I've just been getting more and more confused on what to do, and recently I did something really that didn't even look like him. He looked like a different person, and it freaked me out. And it freaked the baby out. And, quite honestly, it freaked him out, too. He didn't, he said he, he didn't know what happened and he felt he said he felt out of control.",537,53,"He didn't, he said he, he didn't know what happened and he felt he said he felt out of control.",N,N
3,high_121,counsellor,200,21,"So the, in the history of the relationship over this year, it's kind of been in and out in a way. And that there have been some incidents where you've had some arguments and separated for awhile and gotten back together.",538,54,"So the, in the history of the relationship over this year, it's kind of been in and out in a way.",SRL,SR
3,high_121,counsellor,200,21,"So the, in the history of the relationship over this year, it's kind of been in and out in a way. And that there have been some incidents where you've had some arguments and separated for awhile and gotten back together.",539,55,And that there have been some incidents where you've had some arguments and separated for awhile and gotten back together.,SRL,SR
3,high_121,client,201,22,Uh-huh.,540,56,Uh-huh.,N,N
3,high_121,counsellor,202,23,It does sound like something pretty significant happened that sort of freaked everybody out.,541,57,It does sound like something pretty significant happened that sort of freaked everybody out.,CRL,CR
3,high_121,client,203,24,Mm-hm.,542,58,Mm-hm.,N,N
3,high_121,counsellor,204,25,"And all, all of you. The baby and you and him and, and was kinda scary.",543,59,"And all, all of you.",SRL,SR
3,high_121,counsellor,204,25,"And all, all of you. The baby and you and him and, and was kinda scary.",544,60,"The baby and you and him and, and was kinda scary.",SRL,SR
3,high_121,client,205,26,"Mm-hm. Mm-hm. Yeah. He, he came home. I was, a friend had come over, a, a man friend. He doesn't like me to have men friends. He came over to help me with my resume. Cuz I'm starting to think about going back to work. And he had a weird look in his eye and so I kind of, you know, sped up and I kind of let my friend leave but soon as, right after he left, he he kinda just got this dark, scary look and he pushed me onto the ground and and it was just different than anything that ever has happened to me or to us together and. It, he just got this weird kinda like he was possessed by something and he said he didn't, he would never do that again. He is such, he is a really good daddy and he really helps us out a lot.",545,61,Mm-hm.,N,N
3,high_121,client,205,26,"Mm-hm. Mm-hm. Yeah. He, he came home. I was, a friend had come over, a, a man friend. He doesn't like me to have men friends. He came over to help me with my resume. Cuz I'm starting to think about going back to work. And he had a weird look in his eye and so I kind of, you know, sped up and I kind of let my friend leave but soon as, right after he left, he he kinda just got this dark, scary look and he pushed me onto the ground and and it was just different than anything that ever has happened to me or to us together and. It, he just got this weird kinda like he was possessed by something and he said he didn't, he would never do that again. He is such, he is a really good daddy and he really helps us out a lot.",546,62,Mm-hm.,N,N
3,high_121,client,205,26,"Mm-hm. Mm-hm. Yeah. He, he came home. I was, a friend had come over, a, a man friend. He doesn't like me to have men friends. He came over to help me with my resume. Cuz I'm starting to think about going back to work. And he had a weird look in his eye and so I kind of, you know, sped up and I kind of let my friend leave but soon as, right after he left, he he kinda just got this dark, scary look and he pushed me onto the ground and and it was just different than anything that ever has happened to me or to us together and. It, he just got this weird kinda like he was possessed by something and he said he didn't, he would never do that again. He is such, he is a really good daddy and he really helps us out a lot.",547,63,Yeah.,N,N
3,high_121,client,205,26,"Mm-hm. Mm-hm. Yeah. He, he came home. I was, a friend had come over, a, a man friend. He doesn't like me to have men friends. He came over to help me with my resume. Cuz I'm starting to think about going back to work. And he had a weird look in his eye and so I kind of, you know, sped up and I kind of let my friend leave but soon as, right after he left, he he kinda just got this dark, scary look and he pushed me onto the ground and and it was just different than anything that ever has happened to me or to us together and. It, he just got this weird kinda like he was possessed by something and he said he didn't, he would never do that again. He is such, he is a really good daddy and he really helps us out a lot.",548,64,"He, he came home.",N,N
3,high_121,client,205,26,"Mm-hm. Mm-hm. Yeah. He, he came home. I was, a friend had come over, a, a man friend. He doesn't like me to have men friends. He came over to help me with my resume. Cuz I'm starting to think about going back to work. And he had a weird look in his eye and so I kind of, you know, sped up and I kind of let my friend leave but soon as, right after he left, he he kinda just got this dark, scary look and he pushed me onto the ground and and it was just different than anything that ever has happened to me or to us together and. It, he just got this weird kinda like he was possessed by something and he said he didn't, he would never do that again. He is such, he is a really good daddy and he really helps us out a lot.",549,65,"I was, a friend had come over, a, a man friend.",N,N
3,high_121,client,205,26,"Mm-hm. Mm-hm. Yeah. He, he came home. I was, a friend had come over, a, a man friend. He doesn't like me to have men friends. He came over to help me with my resume. Cuz I'm starting to think about going back to work. And he had a weird look in his eye and so I kind of, you know, sped up and I kind of let my friend leave but soon as, right after he left, he he kinda just got this dark, scary look and he pushed me onto the ground and and it was just different than anything that ever has happened to me or to us together and. It, he just got this weird kinda like he was possessed by something and he said he didn't, he would never do that again. He is such, he is a really good daddy and he really helps us out a lot.",550,66,He doesn't like me to have men friends.,N,N
3,high_121,client,205,26,"Mm-hm. Mm-hm. Yeah. He, he came home. I was, a friend had come over, a, a man friend. He doesn't like me to have men friends. He came over to help me with my resume. Cuz I'm starting to think about going back to work. And he had a weird look in his eye and so I kind of, you know, sped up and I kind of let my friend leave but soon as, right after he left, he he kinda just got this dark, scary look and he pushed me onto the ground and and it was just different than anything that ever has happened to me or to us together and. It, he just got this weird kinda like he was possessed by something and he said he didn't, he would never do that again. He is such, he is a really good daddy and he really helps us out a lot.",551,67,He came over to help me with my resume.,N,N
3,high_121,client,205,26,"Mm-hm. Mm-hm. Yeah. He, he came home. I was, a friend had come over, a, a man friend. He doesn't like me to have men friends. He came over to help me with my resume. Cuz I'm starting to think about going back to work. And he had a weird look in his eye and so I kind of, you know, sped up and I kind of let my friend leave but soon as, right after he left, he he kinda just got this dark, scary look and he pushed me onto the ground and and it was just different than anything that ever has happened to me or to us together and. It, he just got this weird kinda like he was possessed by something and he said he didn't, he would never do that again. He is such, he is a really good daddy and he really helps us out a lot.",552,68,Cuz I'm starting to think about going back to work.,N,N
3,high_121,client,205,26,"Mm-hm. Mm-hm. Yeah. He, he came home. I was, a friend had come over, a, a man friend. He doesn't like me to have men friends. He came over to help me with my resume. Cuz I'm starting to think about going back to work. And he had a weird look in his eye and so I kind of, you know, sped up and I kind of let my friend leave but soon as, right after he left, he he kinda just got this dark, scary look and he pushed me onto the ground and and it was just different than anything that ever has happened to me or to us together and. It, he just got this weird kinda like he was possessed by something and he said he didn't, he would never do that again. He is such, he is a really good daddy and he really helps us out a lot.",553,69,"And he had a weird look in his eye and so I kind of, you know, sped up and I kind of let my friend leave but soon as, right after he left, he he kinda just got this dark, scary look and he pushed me onto the ground and and it was just different than anything that ever has happened to me or to us together and.",N,N
3,high_121,client,205,26,"Mm-hm. Mm-hm. Yeah. He, he came home. I was, a friend had come over, a, a man friend. He doesn't like me to have men friends. He came over to help me with my resume. Cuz I'm starting to think about going back to work. And he had a weird look in his eye and so I kind of, you know, sped up and I kind of let my friend leave but soon as, right after he left, he he kinda just got this dark, scary look and he pushed me onto the ground and and it was just different than anything that ever has happened to me or to us together and. It, he just got this weird kinda like he was possessed by something and he said he didn't, he would never do that again. He is such, he is a really good daddy and he really helps us out a lot.",554,70,"It, he just got this weird kinda like he was possessed by something and he said he didn't, he would never do that again.",N,N
3,high_121,client,205,26,"Mm-hm. Mm-hm. Yeah. He, he came home. I was, a friend had come over, a, a man friend. He doesn't like me to have men friends. He came over to help me with my resume. Cuz I'm starting to think about going back to work. And he had a weird look in his eye and so I kind of, you know, sped up and I kind of let my friend leave but soon as, right after he left, he he kinda just got this dark, scary look and he pushed me onto the ground and and it was just different than anything that ever has happened to me or to us together and. It, he just got this weird kinda like he was possessed by something and he said he didn't, he would never do that again. He is such, he is a really good daddy and he really helps us out a lot.",555,71,"He is such, he is a really good daddy and he really helps us out a lot.",N,N
3,high_121,counsellor,206,27,"So in a way it doesn't, it didn't even really make sense to you or to him, because on the one hand he's really good, good with you, and good with the father, I mean good with your child, and on the other hand it was like what is this? Something really different.",556,72,"So in a way it doesn't, it didn't even really make sense to you or to him,",CRL,CR
3,high_121,counsellor,206,27,"So in a way it doesn't, it didn't even really make sense to you or to him, because on the one hand he's really good, good with you, and good with the father, I mean good with your child, and on the other hand it was like what is this? Something really different.",557,73,"because on the one hand he's really good, good with you, and good with the father, I mean good with your child,",CRL,CR
3,high_121,counsellor,206,27,"So in a way it doesn't, it didn't even really make sense to you or to him, because on the one hand he's really good, good with you, and good with the father, I mean good with your child, and on the other hand it was like what is this? Something really different.",558,74,and on the other hand it was like what is this?,CRL,CR
3,high_121,counsellor,206,27,"So in a way it doesn't, it didn't even really make sense to you or to him, because on the one hand he's really good, good with you, and good with the father, I mean good with your child, and on the other hand it was like what is this? Something really different.",559,75,Something really different.,CRL,CR
3,high_121,client,207,28,"Mm-hm, mm-hm, yeah and he's, he's he really helps us out. And I didn't know what to, to do with that. So that's why, that's, I guess that feeling that I have had since that happened has prompted me to call somebody to figure out what to do.",560,76,"Mm-hm, mm-hm, yeah and he's, he's he really helps us out.",N,N
3,high_121,client,207,28,"Mm-hm, mm-hm, yeah and he's, he's he really helps us out. And I didn't know what to, to do with that. So that's why, that's, I guess that feeling that I have had since that happened has prompted me to call somebody to figure out what to do.",561,77,"And I didn't know what to, to do with that.",N,N
3,high_121,client,207,28,"Mm-hm, mm-hm, yeah and he's, he's he really helps us out. And I didn't know what to, to do with that. So that's why, that's, I guess that feeling that I have had since that happened has prompted me to call somebody to figure out what to do.",562,78,"So that's why, that's, I guess that feeling that I have had since that happened has prompted me to call somebody to figure out what to do.",N,N
3,high_121,counsellor,208,29,"What, what are your thoughts right now about some of the options out there for you to do, if, if anything? What are, what are you thinking about?",563,79,"What, what are your thoughts right now about some of the options out there for you to do, if, if anything?",Q,OQ
3,high_121,counsellor,208,29,"What, what are your thoughts right now about some of the options out there for you to do, if, if anything? What are, what are you thinking about?",564,80,"What are, what are you thinking about?",Q,OQ
3,high_121,client,209,30,"I haven't talked to anybody for a year, really.",565,81,"I haven't talked to anybody for a year, really.",N,N
3,high_121,counsellor,210,31,You've gotten pretty isolated.,566,82,You've gotten pretty isolated.,SRL,SR
3,high_121,client,211,32,"Yeah. Yeah, I haven't. My parents live pretty far away, and, I guess he's kind of, my boyfriend's kind of I guess the word's jealous. He just really cares about us.",567,83,Yeah.,N,N
3,high_121,client,211,32,"Yeah. Yeah, I haven't. My parents live pretty far away, and, I guess he's kind of, my boyfriend's kind of I guess the word's jealous. He just really cares about us.",568,84,"Yeah, I haven't.",N,N
3,high_121,client,211,32,"Yeah. Yeah, I haven't. My parents live pretty far away, and, I guess he's kind of, my boyfriend's kind of I guess the word's jealous. He just really cares about us.",569,85,"My parents live pretty far away, and, I guess he's kind of, my boyfriend's kind of I guess the word's jealous.",N,N
3,high_121,client,211,32,"Yeah. Yeah, I haven't. My parents live pretty far away, and, I guess he's kind of, my boyfriend's kind of I guess the word's jealous. He just really cares about us.",570,86,He just really cares about us.,N,N
3,high_121,counsellor,212,33,Yeah.,571,87,Yeah.,O,FA
3,high_121,client,213,34,"And so I haven't had a chance to really talk to people about what some ideas would be that wha, what could I do? I used to work, and I was kind of looking forward to working again. He's he's sorta made it clear that, that I don't need to work because he's gonna take care of us. He brings home diapers.",572,88,"And so I haven't had a chance to really talk to people about what some ideas would be that wha, what could I do?",N,N
3,high_121,client,213,34,"And so I haven't had a chance to really talk to people about what some ideas would be that wha, what could I do? I used to work, and I was kind of looking forward to working again. He's he's sorta made it clear that, that I don't need to work because he's gonna take care of us. He brings home diapers.",573,89,"I used to work, and I was kind of looking forward to working again.",C,D+
3,high_121,client,213,34,"And so I haven't had a chance to really talk to people about what some ideas would be that wha, what could I do? I used to work, and I was kind of looking forward to working again. He's he's sorta made it clear that, that I don't need to work because he's gonna take care of us. He brings home diapers.",574,90,"He's he's sorta made it clear that, that I don't need to work because he's gonna take care of us.",N,N
